MP_Name,Is_Former_Member,Constituency,State,Lok_Sabha,Entitlement,Released,AmountAvailable,WorksRecommCost,WSCost,ActualExpenditureIncurred,UnspentBalance,Flag_Overspend,Sanction_Ratio,Flag_Sanction_Over_Entitlement,Recomm_Ratio,Flag_Recomm_Over_Entitlement,Unspent_Share,Flag_Idle_Funds,Execution_Gap_Share,Flag_Execution_Gap,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
Faizal P.P. Mohammed,False,LAKSHADWEEP(ST),Lakshadweep,16th Lok Sabha,25.0,20.0,20.0,,,,4.6,0,0.0,0,0.0,0,0.22999999999999998,0,0.0,0,0.429,8.6,Low,Compliant within operational parameters
Chintamani Malviya,False,UJJAIN(SC),Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,1.38,0,0.0,0,0.0,0,0.0552,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Alok Sanjar,False,BHOPAL,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,4.67,0,0.0,0,0.0,0,0.1868,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Bhagirath Prasad,False,BHIND(SC),Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,3.21,0,0.0,0,0.0,0,0.1284,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Sumitra Mahajan (Tai),False,INDORE,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.99,0,0.0,0,0.0,0,0.039599999999999996,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Virendra Kumar,False,TIKAMGARH(SC),Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,2.14,0,0.0,0,0.0,0,0.08560000000000001,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Anoop Mishra,False,MORENA,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,2.57,0,0.0,0,0.0,0,0.10279999999999999,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Bodh Singh Bhagat,False,BALAGHAT,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.33,0,0.0,0,0.0,0,0.0132,0,0.0,0,0.377,7.5,Low,Compliant within operational parameters
Dileep Singh Bhuria,False,RATLAM(ST),Madhya Pradesh,16th Lok Sabha,5.0,5.0,5.0,,,,0.81,0,0.0,0,0.0,0,0.162,0,0.0,0,0.398,8.0,Low,Compliant within operational parameters
Jyotiraditya Madhavrao Scindia,False,GUNA,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,4.97,0,0.0,0,0.0,0,0.19879999999999998,0,0.0,0,0.41,8.2,Low,Compliant within operational parameters
Faggan Singh Kulaste,False,MANDLA(ST),Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,3.83,0,0.0,0,0.0,0,0.1532,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Gyan Singh,False,SHAHDOL (ST),Madhya Pradesh,16th Lok Sabha,12.5,12.5,12.5,,,,3.8,0,0.0,0,0.0,0,0.304,0,0.0,0,0.504,10.1,Low,Compliant within operational parameters
Dalpat Singh Paraste,False,SHAHDOL (ST),Madhya Pradesh,16th Lok Sabha,12.5,12.5,12.5,,,,2.73,0,0.0,0,0.0,0,0.2184,0,0.0,0,0.421,8.4,Low,Compliant within operational parameters
Ganesh Singh,False,SATNA,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.41,0,0.0,0,0.0,0,0.016399999999999998,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Laxmi Narayan Yadav,False,SAGAR,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.58,0,0.0,0,0.0,0,0.0232,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Kantilal Bhuria,False,RATLAM(ST),Madhya Pradesh,16th Lok Sabha,20.0,17.5,17.5,,,,0.59,0,0.0,0,0.0,0,0.03371428571428571,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Janardan Mishra,False,REWA,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,5.93,0,0.0,0,0.0,0,0.2372,0,0.0,0,0.429,8.6,Low,Compliant within operational parameters
Kamal Kamal Nath,False,CHHINDWARA,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.61,0,0.0,0,0.0,0,0.024399999999999998,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Nand Kumar Singh Chauhan,False,KHANDWA,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,4.05,0,0.0,0,0.0,0,0.162,0,0.0,0,0.398,8.0,Low,Compliant within operational parameters
Prahlad Singh Patel,False,DAMOH,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,1.88,0,0.0,0,0.0,0,0.07519999999999999,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Nagendra Singh,False,KHAJURAHO,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,3.88,0,0.0,0,0.0,0,0.1552,0,0.0,0,0.392,7.8,Low,Compliant within operational parameters
Manhor Untwal,False,DEWAS(SC),Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.47,0,0.0,0,0.0,0,0.018799999999999997,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Rodmal Nagar,False,RAJGARH,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.15,0,0.0,0,0.0,0,0.006,0,0.0,0,0.375,7.5,Low,Compliant within operational parameters
Narendra Singh Tomar,False,GWALIOR,Madhya Pradesh,16th Lok Sabha,25.0,22.5,22.5,,,,1.69,0,0.0,0,0.0,0,0.07511111111111111,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Sudheer Gupta,False,MANDSOUR,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.77,0,0.0,0,0.0,0,0.0308,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Rakesh Singh,False,JABALPUR,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.79,0,0.0,0,0.0,0,0.0316,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Uday Pratap Singh,False,HOSHANGABAD,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,1.6,0,0.0,0,0.0,0,0.064,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Jyoti Dhurve,False,BETUL(ST),Madhya Pradesh,16th Lok Sabha,25.0,22.5,22.5,,,,1.46,0,0.0,0,0.0,0,0.06488888888888888,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Subhash Patel,False,KHARGONE(ST),Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Riti Pathak,False,SIDHI,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,3.09,0,0.0,0,0.0,0,0.12359999999999999,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Savitri Thakur,False,DHAR(ST),Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.59,0,0.0,0,0.0,0,0.0236,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Sushma Swaraj,False,VIDISHA,Madhya Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,3.44,0,0.0,0,0.0,0,0.1376,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Subhash Ramrao Bhamre,False,DHULE,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.81,0,0.0,0,0.0,0,0.1248888888888889,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Kirit Somaiya,False,MUMBAI NORTH EAST,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,0.5,0,0.0,0,0.0,0,0.02,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Ravindra Vishwanath Gaikwad,False,OSMANABAD,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,2.57,0,0.0,0,0.0,0,0.10279999999999999,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Heena Vijaykumar Gavit,False,NANDURBAR(ST),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.02,0,0.0,0,0.0,0,0.0008888888888888889,0,0.0,0,0.362,7.2,Low,Compliant within operational parameters
Shrikant Eknath Shinde,False,KALYAN,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Bhavana Gawali (Patil),False,YAVATMAL-WASHIM,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,5.38,0,0.0,0,0.0,0,0.2391111111111111,0,0.0,0,0.431,8.6,Low,Compliant within operational parameters
A.T. (Nana) Patil,False,JALGAON,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,3.53,0,0.0,0,0.0,0,0.1412,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Anant Gangaram Geete,False,RAIGAD,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,1.84,0,0.0,0,0.0,0,0.0736,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Anandrao Adsul,False,AMRAVATI(SC),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.12,0,0.0,0,0.0,0,0.09422222222222222,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Pritam Gopinath Munde,False,BEED,Maharashtra,16th Lok Sabha,25.0,17.5,17.5,,,,0.19,0,0.0,0,0.0,0,0.010857142857142857,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Sunil Baliram Gaikwad,False,LATUR(SC),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.54,0,0.0,0,0.0,0,0.11288888888888889,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Ashok Mahadeorao Nete,False,GADCHIROLI-CHIMUR(ST),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.11,0,0.0,0,0.0,0,0.004888888888888889,0,0.0,0,0.375,7.5,Low,Compliant within operational parameters
Arvind Ganpat Sawant,False,MUMBAI SOUTH,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,2.56,0,0.0,0,0.0,0,0.1024,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Ashok Shankarrao Chavan,False,NANDED,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.66,0,0.0,0,0.0,0,0.11822222222222223,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Chandrakant Bhaurao Khaire,False,AURANGABAD,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,4.29,0,0.0,0,0.0,0,0.1716,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Gajanan Chandrakant Kirtikar,False,MUMBAI NORTH WEST,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,3.36,0,0.0,0,0.0,0,0.14933333333333332,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Chandu Barne Shrirang,False,MAVAL,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,2.92,0,0.0,0,0.0,0,0.1168,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Anil Shirole,False,PUNE,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.07,0,0.0,0,0.0,0,0.0031111111111111114,0,0.0,0,0.367,7.3,Low,Compliant within operational parameters
Chintaman Navsha Wanaga,False,PALGHAR(ST),Maharashtra,16th Lok Sabha,20.0,17.5,17.5,,,,2.6,0,0.0,0,0.0,0,0.14857142857142858,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Harishchandra Deoram Chavan,False,DINDORI(ST),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.05,0,0.0,0,0.0,0,0.0022222222222222222,0,0.0,0,0.366,7.3,Low,Compliant within operational parameters
Dhananjay Bhimrao Mahadik,False,KOLHAPUR,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.48,0,0.0,0,0.0,0,0.11022222222222222,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Hansraj Gangaram Ahir,False,CHANDRAPUR,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,3.34,0,0.0,0,0.0,0,0.1336,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Hemant Tukaram Godse,False,NASHIK,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.48,0,0.0,0,0.0,0,0.021333333333333333,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Gopal Chinayya Shetty,False,MUMBAI NORTH,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.49,0,0.0,0,0.0,0,0.021777777777777778,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Dilip Kumar Mansukhlal Gandhi,False,AHMEDNAGAR,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.45,0,0.0,0,0.0,0,0.02,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Kapil Moreshwar Patil,False,BHIWANDI,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Krupal Balaji Tumane,False,RAMTEK(SC),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,3.23,0,0.0,0,0.0,0,0.14355555555555555,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Rajendra Dhedya Gavit,False,PALGHAR(ST),Maharashtra,16th Lok Sabha,5.0,5.0,5.0,,,,0.64,0,0.0,0,0.0,0,0.128,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Prataprao Ganpatrao Jadhav,False,BULDHANA,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,2.51,0,0.0,0,0.0,0,0.10039999999999999,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Rajeev Shankarrao Satav,False,HINGOLI,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.65,0,0.0,0,0.0,0,0.02888888888888889,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Madhukarrao Yashwantrao Kukde,False,BHANDARA-GONDIYA,Maharashtra,16th Lok Sabha,5.0,5.0,5.0,,,,3.53,0,0.0,0,0.0,0,0.706,1,0.0,0,0.662,33.2,Low,High idle/unspent balance (>50%); Peer distribution outlier (Isolation Forest)
Nanabhau Falgunrao Patole,False,BHANDARA-GONDIYA,Maharashtra,16th Lok Sabha,17.5,17.5,17.5,,,,17.5,0,0.0,0,0.0,0,1.0,1,0.0,0,0.703,34.1,Low,High idle/unspent balance (>50%); Peer distribution outlier (Isolation Forest)
Nitin Jairam Gadkari,False,NAGPUR,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.9,0,0.0,0,0.0,0,0.1288888888888889,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Rahul Ramesh Shewale,False,MUMBAI SOUTH CENTRAL,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.55,0,0.0,0,0.0,0,0.11333333333333333,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Sanjay(Kaka) Ramchandra Patil,False,SANGLI,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,1.56,0,0.0,0,0.0,0,0.06933333333333333,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Ramdas Chandrabhanji Tadas,False,WARDHA,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,4.14,0,0.0,0,0.0,0,0.1656,0,0.0,0,0.401,8.0,Low,Compliant within operational parameters
Raju Alias Devappa Anna Shetti,False,HATKANANGLE,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,2.48,0,0.0,0,0.0,0,0.0992,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Raosaheb Patil Danve,False,JALNA,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,5.18,0,0.0,0,0.0,0,0.23022222222222222,0,0.0,0,0.429,8.6,Low,Compliant within operational parameters
Sanjay Shamrao Dhotre,False,AKOLA,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.51,0,0.0,0,0.0,0,0.11155555555555555,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Rajan Baburao Vichare,False,THANE,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.04,0,0.0,0,0.0,0,0.0017777777777777779,0,0.0,0,0.368,7.4,Low,Compliant within operational parameters
Sanjay Haribhau Jadhav,False,PARBHANI,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,2.37,0,0.0,0,0.0,0,0.09480000000000001,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Shivaji Adhalrao Patil,False,SHIRUR,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.53,0,0.0,0,0.0,0,0.11244444444444443,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Udayanraje Pratapsingh Bhonsle,False,SATARA,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,5.01,0,0.0,0,0.0,0,0.22266666666666665,0,0.0,0,0.421,8.4,Low,Compliant within operational parameters
Vijaysinh Mohite Patil,False,MADHA,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,5.3,0,0.0,0,0.0,0,0.23555555555555555,0,0.0,0,0.427,8.5,Low,Compliant within operational parameters
Sadashiv Kisan Lokhande,False,SHIRDI(SC),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sharad Bansode,False,SOLAPUR(SC),Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,5.02,0,0.0,0,0.0,0,0.2231111111111111,0,0.0,0,0.426,8.5,Low,Compliant within operational parameters
Supriya Sadanand Sule,False,BARAMATI,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,5.01,0,0.0,0,0.0,0,0.22266666666666665,0,0.0,0,0.421,8.4,Low,Compliant within operational parameters
Poonam Mahajan,False,MUMBAI NORTH-CENTRAL,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,0.42,0,0.0,0,0.0,0,0.0168,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Raksha Nikhil Khadse,False,RAVER,Maharashtra,16th Lok Sabha,25.0,25.0,25.0,,,,2.51,0,0.0,0,0.0,0,0.10039999999999999,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Vinayak Bhaurao Raut,False,RATNAGIRI-SINDHUDURG,Maharashtra,16th Lok Sabha,25.0,22.5,22.5,,,,2.56,0,0.0,0,0.0,0,0.11377777777777778,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Thokchom Meinya,False,INNER MANIPUR,Manipur,16th Lok Sabha,25.0,25.0,25.0,,,,0.27,0,0.0,0,0.0,0,0.0108,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Thangso Baite,False,OUTER MANIPUR(ST),Manipur,16th Lok Sabha,25.0,25.0,25.0,,,,0.77,0,0.0,0,0.0,0,0.0308,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Conrad Kongkal Sangma,False,TURA,Meghalaya,16th Lok Sabha,15.0,12.5,12.5,,,,0.92,0,0.0,0,0.0,0,0.0736,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Purno Agitok Sangma,False,TURA,Meghalaya,16th Lok Sabha,10.0,10.0,10.0,,,,0.13,0,0.0,0,0.0,0,0.013000000000000001,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Vincent H Pala,False,SHILLONG,Meghalaya,16th Lok Sabha,25.0,25.0,25.0,,,,3.06,0,0.0,0,0.0,0,0.12240000000000001,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
C. L. Ruala,False,MIZORAM (ST),Mizoram,16th Lok Sabha,25.0,25.0,25.0,,,,0.18,0,0.0,0,0.0,0,0.0072,0,0.0,0,0.377,7.5,Low,Compliant within operational parameters
Neiphiu Rio,False,NAGALAND,Nagaland,16th Lok Sabha,20.0,20.0,20.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Tokheho,False,NAGALAND,Nagaland,16th Lok Sabha,5.0,5.0,5.0,,,,0.02,0,0.0,0,0.0,0,0.004,0,0.0,0,0.372,7.4,Low,Compliant within operational parameters
(Dr.) Richard Hay,False,CENTRAL1,Nominated,16th Lok Sabha,17.5,17.5,17.5,,,,2.58,0,0.0,0,0.0,0,0.14742857142857144,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
George Baker,False,CENTRAL2,Nominated,16th Lok Sabha,17.5,17.5,17.5,,,,3.78,0,0.0,0,0.0,0,0.216,0,0.0,0,0.421,8.4,Low,Compliant within operational parameters
Kulamani Samal,False,JAGATSINGHPUR(SC),Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,1.14,0,0.0,0,0.0,0,0.045599999999999995,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Prabhas Kumar Singh,False,BARGARH,Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,0.57,0,0.0,0,0.0,0,0.022799999999999997,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
"Baijayant ""Jay"" Panda",False,KENDRAPARA,Odisha,16th Lok Sabha,22.5,17.5,17.5,,,,1.88,0,0.0,0,0.0,0,0.10742857142857143,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Arjun Charan Sethi,False,BHADRAK(SC),Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,2.88,0,0.0,0,0.0,0,0.1152,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Bhartruhari Mahtab,False,CUTTACK,Odisha,16th Lok Sabha,25.0,22.5,22.5,,,,2.71,0,0.0,0,0.0,0,0.12044444444444444,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Arka Keshari Deo,False,KALAHANDI,Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,4.17,0,0.0,0,0.0,0,0.1668,0,0.0,0,0.403,8.1,Low,Compliant within operational parameters
Balabhadra Majhi,False,NABARANGPUR(ST),Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,3.89,0,0.0,0,0.0,0,0.15560000000000002,0,0.0,0,0.392,7.8,Low,Compliant within operational parameters
Jual Oram,False,SUNDARGARH (ST),Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,4.68,0,0.0,0,0.0,0,0.18719999999999998,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Jhina Hikaka,False,KORAPUT(ST),Odisha,16th Lok Sabha,25.0,12.5,12.5,,,,5.49,0,0.0,0,0.0,0,0.43920000000000003,0,0.0,0,0.594,11.9,Low,Compliant within operational parameters
Kalikesh Narayan Singh Deo,False,BOLANGIR,Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,4.81,0,0.0,0,0.0,0,0.1924,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Hemendra Chandra Singh,False,KANDHAMAL,Odisha,16th Lok Sabha,,,,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Nagendra Kumar Pradhan,False,SAMBALPUR,Odisha,16th Lok Sabha,25.0,17.5,17.5,,,,0.02,0,0.0,0,0.0,0,0.001142857142857143,0,0.0,0,0.366,7.3,Low,Compliant within operational parameters
Rabindra Kumar Jena,False,BALASORE,Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,4.3,0,0.0,0,0.0,0,0.172,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Ladu Kishore Swain,False,ASKA,Odisha,16th Lok Sabha,25.0,22.5,22.5,,,,3.47,0,0.0,0,0.0,0,0.15422222222222223,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Pinaki Misra,False,PURI,Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,3.27,0,0.0,0,0.0,0,0.1308,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Rama Chandra Hansdah,False,MAYURBHANJ (ST),Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,3.84,0,0.0,0,0.0,0,0.1536,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Prasanna Kumar Patasani,False,BHUBANESWAR,Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,4.96,0,0.0,0,0.0,0,0.1984,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Tathagata Satpathy,False,DHENKANAL,Odisha,16th Lok Sabha,25.0,22.5,22.5,,,,2.16,0,0.0,0,0.0,0,0.096,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Pratyusha Rajeshwari Singh,False,KANDHAMAL,Odisha,16th Lok Sabha,25.0,22.5,22.5,,,,4.27,0,0.0,0,0.0,0,0.18977777777777777,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Sidhant Mohapatra,False,BERHAMPUR,Odisha,16th Lok Sabha,25.0,22.5,22.5,,,,3.06,0,0.0,0,0.0,0,0.136,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Sakuntala Laguri,False,KEONJHAR(ST),Odisha,16th Lok Sabha,25.0,25.0,25.0,,,,2.88,0,0.0,0,0.0,0,0.1152,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Rita Tarai,False,JAJPUR(SC),Odisha,16th Lok Sabha,25.0,22.5,22.5,,,,3.77,0,0.0,0,0.0,0,0.16755555555555557,0,0.0,0,0.404,8.1,Low,Compliant within operational parameters
R. Radhakrishnan,False,PONDICHERRY,Puducherry,16th Lok Sabha,25.0,25.0,25.0,,,,3.78,0,0.0,0,0.0,0,0.1512,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Sadhu Singh,False,FARIDKOT(SC),Punjab,16th Lok Sabha,25.0,25.0,25.0,,,,3.09,0,0.0,0,0.0,0,0.12359999999999999,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Amarinder Singh,False,AMRITSAR,Punjab,16th Lok Sabha,15.0,15.0,15.0,,,,2.42,0,0.0,0,0.0,0,0.16133333333333333,0,0.0,0,0.398,8.0,Low,Compliant within operational parameters
Dharam Vira Gandhi,False,PATIALA,Punjab,16th Lok Sabha,25.0,25.0,25.0,,,,0.77,0,0.0,0,0.0,0,0.0308,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Bhagwant Mann,False,SANGRUR,Punjab,16th Lok Sabha,25.0,25.0,25.0,,,,1.31,0,0.0,0,0.0,0,0.0524,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Gurjeet Singh Aujla,False,AMRITSAR,Punjab,16th Lok Sabha,10.0,10.0,10.0,,,,4.34,0,0.0,0,0.0,0,0.434,0,0.0,0,0.587,11.7,Low,Compliant within operational parameters
Harinder Singh Khalsa,False,FATEHGARH SAHIB(SC),Punjab,16th Lok Sabha,25.0,25.0,25.0,,,,2.9,0,0.0,0,0.0,0,0.11599999999999999,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Prem Singh Chandumajra,False,ANANDPUR SAHIB,Punjab,16th Lok Sabha,25.0,25.0,25.0,,,,1.38,0,0.0,0,0.0,0,0.0552,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Santokh Singh Chaudhary,False,JALANDHAR(SC),Punjab,16th Lok Sabha,25.0,25.0,25.0,,,,1.35,0,0.0,0,0.0,0,0.054000000000000006,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Ranjit Singh Brahmpura,False,KHADOOR SAHIB,Punjab,16th Lok Sabha,25.0,25.0,25.0,,,,1.55,0,0.0,0,0.0,0,0.062,0,0.0,0,0.391,7.8,Low,Compliant within operational parameters
