MP_Name,Is_Former_Member,Constituency,State,Lok_Sabha,Entitlement,Released,AmountAvailable,WorksRecommCost,WSCost,ActualExpenditureIncurred,UnspentBalance,Flag_Overspend,Sanction_Ratio,Flag_Sanction_Over_Entitlement,Recomm_Ratio,Flag_Recomm_Over_Entitlement,Unspent_Share,Flag_Idle_Funds,Execution_Gap_Share,Flag_Execution_Gap,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
Ramesh Bais,False,RAIPUR,Chhattisgarh,16th Lok Sabha,25.0,25.0,25.0,,,,7.16,0,0.0,0,0.0,0,0.2864,0,0.0,0,0.481,9.6,Low,Compliant within operational parameters
Tamradhwaj Sahu,False,DURG,Chhattisgarh,16th Lok Sabha,25.0,25.0,25.0,,,,0.12,0,0.0,0,0.0,0,0.0048,0,0.0,0,0.375,7.5,Low,Compliant within operational parameters
Vishnu Deo Sai,False,RAIGARH(ST),Chhattisgarh,16th Lok Sabha,25.0,25.0,25.0,,,,0.91,0,0.0,0,0.0,0,0.0364,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Natubhai Gomanbhai Patel,False,DADRA & NAGAR HAVELI (ST),D & N Haveli,16th Lok Sabha,25.0,25.0,25.0,,,,2.42,0,0.0,0,0.0,0,0.0968,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Lalubhai Babubhai Patel,False,DAMAN & DIU,Daman & Diu,16th Lok Sabha,25.0,22.5,22.5,,,,4.74,0,0.0,0,0.0,0,0.21066666666666667,0,0.0,0,0.418,8.4,Low,Compliant within operational parameters
Harsh Vardhan,False,CHANDINI CHOWK,Delhi,16th Lok Sabha,25.0,25.0,25.0,,,,1.1,0,0.0,0,0.0,0,0.044000000000000004,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Udit Raj,False,NORTH WEST DELHI(SC),Delhi,16th Lok Sabha,37.5,37.5,37.5,,,,3.15,0,0.0,0,0.0,0,0.08399999999999999,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Maheish Girri,False,EAST DELHI,Delhi,16th Lok Sabha,25.0,22.5,22.5,,,,2.03,0,0.0,0,0.0,0,0.09022222222222222,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Manoj Kumar Tiwari,False,NORTH EAST DELHI,Delhi,16th Lok Sabha,25.0,22.5,22.5,,,,0.04,0,0.0,0,0.0,0,0.0017777777777777779,0,0.0,0,0.368,7.4,Low,Compliant within operational parameters
Parvesh Sahib Singh,False,WEST DELHI,Delhi,16th Lok Sabha,25.0,25.0,25.0,,,,2.5,0,0.0,0,0.0,0,0.1,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Ramesh Bidhuri,False,SOUTH DELHI,Delhi,16th Lok Sabha,25.0,22.5,22.5,,,,1.8,0,0.0,0,0.0,0,0.08,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Meenakashi Lekhi,False,NEW DELHI,Delhi,16th Lok Sabha,25.0,22.5,22.5,,,,3.47,0,0.0,0,0.0,0,0.15422222222222223,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Narendra Keshav Sawaikar,False,SOUTH GOA,Goa,16th Lok Sabha,27.5,20.0,20.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Shripad Yesso Naik,False,NORTH GOA,Goa,16th Lok Sabha,25.0,25.0,25.0,,,,4.86,0,0.0,0,0.0,0,0.19440000000000002,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Bharati Dhirubhai Shiyal,False,BHAVNAGAR,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,2.67,0,0.0,0,0.0,0,0.10679999999999999,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
K. C. Patel,False,VALSAD(ST),Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,0.48,0,0.0,0,0.0,0,0.0192,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Kirit Premjibhai Solanki,False,AHMEDABAD WEST(SC),Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,2.52,0,0.0,0,0.0,0,0.1008,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Haribhai Parthibhai Chaudhary,False,BANASKANTHA,Gujarat,16th Lok Sabha,25.0,22.5,22.5,,,,0.38,0,0.0,0,0.0,0,0.01688888888888889,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Chandrakant Raghunath Patil,False,NAVSARI,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,5.05,0,0.0,0,0.0,0,0.20199999999999999,0,0.0,0,0.411,8.2,Low,Compliant within operational parameters
Jasvantsinh Sumanbhai Bhabhor,False,DAHOD(ST),Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,0.48,0,0.0,0,0.0,0,0.0192,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Dilip Patel,False,ANAND,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.41,0,0.0,0,0.0,0,0.0564,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Devusinh Jesingbhai Chauhan,False,KHEDA,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.28,0,0.0,0,0.0,0,0.0512,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Devajibhai Govindbhai Fatepara,False,SURENDRANAGAR,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,0.66,0,0.0,0,0.0,0,0.0264,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Dipsinh Shankarsinh Rathod,False,SABARKANTHA,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,0.09,0,0.0,0,0.0,0,0.0036,0,0.0,0,0.368,7.4,Low,Compliant within operational parameters
Lal Krishna Advani,False,GANDHINAGAR,Gujarat,16th Lok Sabha,25.0,22.5,22.5,,,,3.15,0,0.0,0,0.0,0,0.13999999999999999,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Mansukhbhai Dhanjibhai Vasava,False,BHARUCH,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.32,0,0.0,0,0.0,0,0.0528,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Mohanbhai Kalyanjibhai Kundariya,False,RAJKOT,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,4.85,0,0.0,0,0.0,0,0.19399999999999998,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Liladharbhai Khodaji Vaghela,False,PATAN,Gujarat,16th Lok Sabha,25.0,22.5,22.5,,,,0.07,0,0.0,0,0.0,0,0.0031111111111111114,0,0.0,0,0.367,7.3,Low,Compliant within operational parameters
Naranbhai Kachhadiya,False,AMRELI,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.08,0,0.0,0,0.0,0,0.0432,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Parbhubhai Nagarbhai Vasava,False,BARDOLI(ST),Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.16,0,0.0,0,0.0,0,0.0464,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Paresh Rawal,False,AHMEDABAD EAST,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,2.54,0,0.0,0,0.0,0,0.1016,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Ramsinh Patalyabhai Rathwa,False,CHHOTA UDAIPUR(ST),Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,2.85,0,0.0,0,0.0,0,0.114,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Prabhatsinh Pratapsinh Chauhan,False,PANCHMAHAL,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.08,0,0.0,0,0.0,0,0.0432,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Rajeshbhai Naranbhai Chudasama,False,JUNAGADH,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.55,0,0.0,0,0.0,0,0.062,0,0.0,0,0.391,7.8,Low,Compliant within operational parameters
Ranjanben Bhatt,False,VADODARA,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,3.51,0,0.0,0,0.0,0,0.1404,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Poonamben Hematbhai Maadam,False,JAMNAGAR,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,2.35,0,0.0,0,0.0,0,0.094,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Vitthalbhai Hansrajbhai Radadiyahai,False,PORBANDAR,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,3.35,0,0.0,0,0.0,0,0.134,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Darshana Vikram Jardosh,False,SURAT,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,0.08,0,0.0,0,0.0,0,0.0032,0,0.0,0,0.367,7.3,Low,Compliant within operational parameters
Jayshreeben Patel,False,MAHESANA,Gujarat,16th Lok Sabha,25.0,25.0,25.0,,,,1.64,0,0.0,0,0.0,0,0.06559999999999999,0,0.0,0,0.391,7.8,Low,Compliant within operational parameters
Ashwini Kumar,False,KARNAL,Haryana,16th Lok Sabha,25.0,20.0,20.0,,,,0.74,0,0.0,0,0.0,0,0.037,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Rao Inderjit Singh,False,GURGAON,Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,1.82,0,0.0,0,0.0,0,0.0728,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Charanjeet Singh Rori,False,SIRSA(SC),Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,0.88,0,0.0,0,0.0,0,0.0352,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Dharambir Bhaleram,False,BHIWANI MAHENDRAGARH,Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,0.16,0,0.0,0,0.0,0,0.0064,0,0.0,0,0.376,7.5,Low,Compliant within operational parameters
Deepender Singh Hooda,False,ROHTAK,Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,0.86,0,0.0,0,0.0,0,0.0344,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Dushyant Chautala,False,HISAR,Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,4.43,0,0.0,0,0.0,0,0.1772,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Krishan Pal,False,FARIDABAD,Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,3.93,0,0.0,0,0.0,0,0.1572,0,0.0,0,0.393,7.9,Low,Compliant within operational parameters
Rattan Lal Kataria,False,AMBALA (SC),Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,3.69,0,0.0,0,0.0,0,0.1476,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Raj Kumar Saini,False,KURUKSHETRA,Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,0.68,0,0.0,0,0.0,0,0.027200000000000002,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Ramesh Chander Kaushik,False,SONEPAT,Haryana,16th Lok Sabha,25.0,25.0,25.0,,,,0.41,0,0.0,0,0.0,0,0.016399999999999998,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Anurag Singh Thakur,False,HAMIRPUR,Himachal Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,4.96,0,0.0,0,0.0,0,0.1984,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Ram Swaroop Sharma,False,MANDI,Himachal Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,0.57,0,0.0,0,0.0,0,0.022799999999999997,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Shanta Kumar,False,KANGRA,Himachal Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,5.0,0,0.0,0,0.0,0,0.2,0,0.0,0,0.411,8.2,Low,Compliant within operational parameters
Virender Kashyap,False,SHIMLA (SC),Himachal Pradesh,16th Lok Sabha,25.0,25.0,25.0,,,,4.98,0,0.0,0,0.0,0,0.19920000000000002,0,0.0,0,0.411,8.2,Low,Compliant within operational parameters
Jitendra Singh,False,UDHAMPUR,Jammu & Kashmir,16th Lok Sabha,25.0,25.0,25.0,,,,4.36,0,0.0,0,0.0,0,0.1744,0,0.0,0,0.404,8.1,Low,Compliant within operational parameters
Farooq Abdullah,False,SRINAGAR,Jammu & Kashmir,16th Lok Sabha,12.5,7.5,7.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jugal Kishore Sharma,False,JAMMU,Jammu & Kashmir,16th Lok Sabha,25.0,25.0,25.0,,,,4.84,0,0.0,0,0.0,0,0.1936,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Muzaffar Hussain Baig,False,BARAMULLAH,Jammu & Kashmir,16th Lok Sabha,25.0,22.5,22.5,,,,2.06,0,0.0,0,0.0,0,0.09155555555555556,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Thupstan Chhewang,False,LADAKH,Jammu & Kashmir,16th Lok Sabha,25.0,22.5,22.5,,,,2.67,0,0.0,0,0.0,0,0.11866666666666667,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Mehbooba Mufti,False,ANANTNAG,Jammu & Kashmir,16th Lok Sabha,12.5,10.0,10.0,,,,1.84,0,0.0,0,0.0,0,0.184,0,0.0,0,0.405,8.1,Low,Compliant within operational parameters
Tariq Hameed Karra,False,SRINAGAR,Jammu & Kashmir,16th Lok Sabha,12.5,12.5,12.5,,,,3.42,0,0.0,0,0.0,0,0.2736,0,0.0,0,0.463,9.3,Low,Compliant within operational parameters
Ravindra Kumar Ray,False,KODARMA,Jharkhand,16th Lok Sabha,25.0,22.5,22.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Bidyut Baran Mahato,False,JAMSHEDPUR,Jharkhand,16th Lok Sabha,25.0,20.0,20.0,,,,2.78,0,0.0,0,0.0,0,0.13899999999999998,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Kariya Munda,False,KHUNTI(ST),Jharkhand,16th Lok Sabha,25.0,20.0,20.0,,,,0.47,0,0.0,0,0.0,0,0.0235,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Jayant Sinha,False,HAZARIBAGH,Jharkhand,16th Lok Sabha,25.0,22.5,22.5,,,,2.53,0,0.0,0,0.0,0,0.11244444444444443,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Nishikant Dubey,False,GODDA,Jharkhand,16th Lok Sabha,25.0,7.5,7.5,,,,3.39,0,0.0,0,0.0,0,0.452,0,0.0,0,0.596,11.9,Low,Compliant within operational parameters
Laxman Giluwa,False,SINGHBHUM(ST),Jharkhand,16th Lok Sabha,32.5,30.0,30.0,,,,0.39,0,0.0,0,0.0,0,0.013000000000000001,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Pashupati Nath Singh,False,DHANBAD,Jharkhand,16th Lok Sabha,25.0,25.0,25.0,,,,4.95,0,0.0,0,0.0,0,0.198,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Ravindra Kumar Pandey,False,GIRIDIH,Jharkhand,16th Lok Sabha,25.0,22.5,22.5,,,,4.61,0,0.0,0,0.0,0,0.2048888888888889,0,0.0,0,0.411,8.2,Low,Compliant within operational parameters
Sunil Kumar Singh,False,CHATRA,Jharkhand,16th Lok Sabha,25.0,22.5,22.5,,,,0.14,0,0.0,0,0.0,0,0.006222222222222223,0,0.0,0,0.375,7.5,Low,Compliant within operational parameters
Shibu Soren,False,DUMKA(ST),Jharkhand,16th Lok Sabha,25.0,20.0,20.0,,,,2.68,0,0.0,0,0.0,0,0.134,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Ram Tahal Choudhary,False,RANCHI,Jharkhand,16th Lok Sabha,25.0,17.5,17.5,,,,2.48,0,0.0,0,0.0,0,0.1417142857142857,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Vishnu Dayal Ram,False,PALAMU(SC),Jharkhand,16th Lok Sabha,25.0,25.0,25.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sudarshan Bhagat,False,LOHARDAGA(ST),Jharkhand,16th Lok Sabha,25.0,22.5,22.5,,,,0.26,0,0.0,0,0.0,0,0.011555555555555557,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Vijay Kumar Hansdak,False,RAJMAHAL(ST),Jharkhand,16th Lok Sabha,25.0,20.0,20.0,,,,2.46,0,0.0,0,0.0,0,0.123,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
M. Veerappa Moily,False,CHIKBALLAPUR,Karnataka,16th Lok Sabha,25.0,17.5,17.5,,,,0.46,0,0.0,0,0.0,0,0.026285714285714287,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Shobha Karandlaje,False,UDUPI CHIKMAGALUR,Karnataka,16th Lok Sabha,25.0,22.5,22.5,,,,0.85,0,0.0,0,0.0,0,0.03777777777777778,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
B.V. Nayak,False,RAICHUR(ST),Karnataka,16th Lok Sabha,25.0,22.5,22.5,,,,0.54,0,0.0,0,0.0,0,0.024,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
B. S. Yeddyurappa,False,SHIMOGA,Karnataka,16th Lok Sabha,20.0,20.0,20.0,,,,2.49,0,0.0,0,0.0,0,0.12450000000000001,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
B. Sreeramulu,False,BELLARY(ST),Karnataka,16th Lok Sabha,20.0,20.0,20.0,,,,0.77,0,0.0,0,0.0,0,0.0385,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
B.N. Chandrappa,False,CHITRADURGA(SC),Karnataka,16th Lok Sabha,25.0,22.5,22.5,,,,2.79,0,0.0,0,0.0,0,0.124,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Ananth Ananth Kumar,False,BANGALORE SOUTH,Karnataka,16th Lok Sabha,25.0,12.5,12.5,,,,5.13,0,0.0,0,0.0,0,0.4104,0,0.0,0,0.574,11.5,Low,Compliant within operational parameters
Anant Kumar Dattatreya Hegde,False,UTTARA KANNADA,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,4.63,0,0.0,0,0.0,0,0.1852,0,0.0,0,0.404,8.1,Low,Compliant within operational parameters
C.S. Puttaraju,False,MANDYA,Karnataka,16th Lok Sabha,20.0,15.0,15.0,,,,1.48,0,0.0,0,0.0,0,0.09866666666666667,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
B.Y. Raghavendra,False,SHIMOGA,Karnataka,16th Lok Sabha,2.5,2.5,2.5,,,,1.04,0,0.0,0,0.0,0,0.41600000000000004,0,0.0,0,0.58,11.6,Low,Compliant within operational parameters
Bhagwanth Khuba,False,BIDAR,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,2.73,0,0.0,0,0.0,0,0.1092,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Doddaalahalli Kempegowda Suresh,False,BANGALORE RURAL,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,0.84,0,0.0,0,0.0,0,0.0336,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
D.V. Sadananda Gowda,False,BANGALORE NORTH,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,2.54,0,0.0,0,0.0,0,0.1016,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Gowdar Mallikarjunappa Siddeshwara,False,DAVANAGERE,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,0.39,0,0.0,0,0.0,0,0.015600000000000001,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
K.H. Muniyappa,False,KOLAR(SC),Karnataka,16th Lok Sabha,25.0,17.5,17.5,,,,0.13,0,0.0,0,0.0,0,0.0074285714285714285,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
H.D. Devegowda,False,HASSAN,Karnataka,16th Lok Sabha,25.0,17.5,17.5,,,,0.6,0,0.0,0,0.0,0,0.03428571428571429,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Prakash Babanna Hukkeri,False,CHIKKODI,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,1.14,0,0.0,0,0.0,0,0.045599999999999995,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Mallikarjun Kharge,False,GULBARGA(SC),Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,4.87,0,0.0,0,0.0,0,0.1948,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Parvatagouda Chandanagouda Gaddigoudar,False,BAGALKOT,Karnataka,16th Lok Sabha,25.0,22.5,22.5,,,,0.03,0,0.0,0,0.0,0,0.0013333333333333333,0,0.0,0,0.367,7.3,Low,Compliant within operational parameters
Pralhad Venkatesh Joshi,False,DHARWAD,Karnataka,16th Lok Sabha,27.5,27.5,27.5,,,,4.08,0,0.0,0,0.0,0,0.14836363636363636,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
P. C. Mohan,False,BANGALORE CENTRAL,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,2.51,0,0.0,0,0.0,0,0.10039999999999999,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Prathap Simha,False,MYSORE,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,2.55,0,0.0,0,0.0,0,0.102,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Ramesh Chandappa Jigajinagi,False,BIJAPUR(SC),Karnataka,16th Lok Sabha,27.5,15.0,15.0,,,,2.43,0,0.0,0,0.0,0,0.162,0,0.0,0,0.398,8.0,Low,Compliant within operational parameters
Nalin Kumar Kateel,False,DAKSHINA KANNADA,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,0.06,0,0.0,0,0.0,0,0.0024,0,0.0,0,0.367,7.3,Low,Compliant within operational parameters
Rangaswamy Dhruvanarayana,False,CHAMARAJANAGAR(SC),Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,0.9,0,0.0,0,0.0,0,0.036000000000000004,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Sanganna Amarappa Karadi,False,KOPPAL,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,1.37,0,0.0,0,0.0,0,0.0548,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
S.P. Muddahanumegowda,False,TUMKUR,Karnataka,16th Lok Sabha,25.0,22.5,22.5,,,,0.61,0,0.0,0,0.0,0,0.02711111111111111,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Shivkumar Chanabasappa Udasi,False,HAVERI,Karnataka,16th Lok Sabha,25.0,22.5,22.5,,,,0.02,0,0.0,0,0.0,0,0.0008888888888888889,0,0.0,0,0.362,7.2,Low,Compliant within operational parameters
Venkatapura Subbaiah Ugrappa,False,BELLARY(ST),Karnataka,16th Lok Sabha,2.5,2.5,2.5,,,,1.15,0,0.0,0,0.0,0,0.45999999999999996,0,0.0,0,0.6,12.0,Low,Compliant within operational parameters
Suresh Chanabasappa Angadi,False,BELGAUM,Karnataka,16th Lok Sabha,25.0,25.0,25.0,,,,3.74,0,0.0,0,0.0,0,0.1496,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
P.K .Kunhalikutty,False,MALAPPURAM,Kerala,16th Lok Sabha,10.0,10.0,10.0,,,,0.68,0,0.0,0,0.0,0,0.068,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Anirudhan Sampath,False,ATTINGAL,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,0.49,0,0.0,0,0.0,0,0.0196,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Kuruppassery Varkey Thomas,False,ERNAKULAM,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,4.74,0,0.0,0,0.0,0,0.18960000000000002,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
(Adv.) Joice George,False,IDUKKI,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,2.52,0,0.0,0,0.0,0,0.1008,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Shashi Tharoor,False,THIRUVANANTHAPURAM,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,1.5,0,0.0,0,0.0,0,0.06,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
E. Ahamed,False,MALAPPURAM,Kerala,16th Lok Sabha,15.0,15.0,15.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
E. T. Mohammed Basheer,False,PONNANI,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,3.09,0,0.0,0,0.0,0,0.12359999999999999,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Anto Antony,False,PATHANAMTHITTA,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,1.9,0,0.0,0,0.0,0,0.076,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Jose K. Mani,False,KOTTAYAM,Kerala,16th Lok Sabha,25.0,20.0,20.0,,,,2.58,0,0.0,0,0.0,0,0.129,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
K. C. Venugopal,False,ALAPPUZHA,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,2.68,0,0.0,0,0.0,0,0.1072,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
C. N. Jayadevan,False,THRISSUR,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,2.25,0,0.0,0,0.0,0,0.09,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Innocent,False,CHALAKUDY,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,2.73,0,0.0,0,0.0,0,0.1092,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
M. I. Shanavas,False,WAYANAD,Kerala,16th Lok Sabha,25.0,22.5,22.5,,,,1.24,0,0.0,0,0.0,0,0.05511111111111111,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
M. B. Rajesh,False,PALAKKAD,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,2.54,0,0.0,0,0.0,0,0.1016,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
P. Karunakaran,False,KASARAGOD,Kerala,16th Lok Sabha,25.0,22.5,22.5,,,,0.69,0,0.0,0,0.0,0,0.030666666666666665,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Parayamparanbil Kuttappan Biju,False,ALATHUR(SC),Kerala,16th Lok Sabha,25.0,22.5,22.5,,,,2.5,0,0.0,0,0.0,0,0.1111111111111111,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
M. K. Raghavan,False,KOZHIKODE,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,2.5,0,0.0,0,0.0,0,0.1,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
N.K. Premachandran,False,KOLLAM,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,2.48,0,0.0,0,0.0,0,0.0992,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Ramachandran Mullappally,False,VADAKARA,Kerala,16th Lok Sabha,25.0,22.5,22.5,,,,2.82,0,0.0,0,0.0,0,0.12533333333333332,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Suresh Kodikunnil,False,MAVELIKKARA(SC),Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,4.69,0,0.0,0,0.0,0,0.18760000000000002,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
P.K.Sreemathi Teacher,False,KANNUR,Kerala,16th Lok Sabha,25.0,25.0,25.0,,,,1.59,0,0.0,0,0.0,0,0.0636,0,0.0,0,0.391,7.8,Low,Compliant within operational parameters
